 planet number, system id,  a [AU],   M [Mearth],  R [Rearth],  ecc,   inc,  stellar [Fe/H]      
           6610             391     0.90178E-01     0.12969         0.50655         0.83871E-06     0.35843E-03     0.77973E-01
           6611             391      13.485         0.11181          1.8529         0.60114E-04     0.81930E-02     0.77973E-01
           6612             391      2.3625         0.21137         0.60065         0.12034E-04     0.19892E-02     0.77973E-01
           6613             391     0.24299         0.21838         0.59936         0.68587E-05     0.17188E-02     0.77973E-01
           6614             391     0.31060         0.24668         0.62477         0.32768E-05     0.15791E-02     0.77973E-01
           6615             391     0.55071         0.31110         0.67592         0.70124E-05     0.25134E-02     0.77973E-01
           6616             391      4.6563         0.23105         0.76290         0.40661E-04     0.94963E-02     0.77973E-01
           6617             391     0.27615         0.17615         0.56108         0.17070E-05     0.99312E-03     0.77973E-01
           6618             391      6.5837         0.15256         0.66938         0.15057E-03     0.62165E-02     0.77973E-01
           6619             391     0.75935         0.33238         0.69146         0.51143E-05     0.13961E-03     0.77973E-01
           6620             391     0.25957         0.16997         0.55430         0.31942E-06     0.45143E-03     0.77973E-01
           6621             391     0.14967         0.17288         0.55622         0.64829E-05     0.51258E-03     0.77973E-01
           6622             391      3.0401         0.41377         0.95819         0.13246E-04     0.76735E-02     0.77973E-01
           6623             391      1.1080         0.33255         0.69146         0.86372E-05     0.10501E-02     0.77973E-01
           6624             391      4.1234         0.29042         0.92929         0.29235E-04     0.83836E-02     0.77973E-01
           6625             392     0.74991E-01     0.15471         0.53425         0.11215E-05     0.17568E-06    -0.36897    
           6626             392      1.6167         0.33480         0.69465         0.11585E-05     0.60956E-03    -0.36897    
           6627             392      34.382         0.10306          1.0421         0.72132E-04     0.16527E-03    -0.36897    
           6628             392     0.17934         0.16431         0.54627         0.18066E-05     0.20297E-05    -0.36897    
           6629             392      22.295         0.12004          1.8705         0.59007E-04     0.81604E-04    -0.36897    
           6630             392      19.926         0.11035         0.71484         0.58341E-04     0.76218E-02    -0.36897    
           6631             392      11.468         0.15290         0.84265         0.40570E-04     0.66179E-02    -0.36897    
           6632             392      9.3974         0.16153         0.78972         0.34995E-04     0.90711E-02    -0.36897    
           6633             392      3.1051         0.79451          1.4070         0.81528E-05     0.22545E-02    -0.36897    
           6634             392      5.5678         0.29147         0.86138         0.18516E-04     0.41321E-02    -0.36897    
           6635             392     0.93410E-01     0.14298         0.52325         0.94836E-06     0.12565E-05    -0.36897    
           6636             392      24.701         0.11283          1.6050         0.59052E-04     0.38778E-02    -0.36897    
           6637             392      8.0286         0.18589         0.82403         0.23316E-04     0.16435E-02    -0.36897    
           6638             392     0.48356         0.43010         0.74786         0.23861E-05     0.50294E-05    -0.36897    
           6639             392     0.83653E-01     0.13666         0.51530         0.62068E-06     0.22152E-06    -0.36897    
           6640             392      1.4557         0.43008         0.83968         0.21165E-05     0.49967E-03    -0.36897    
           6641             392      1.7926         0.34045         0.69831         0.20807E-05     0.14031E-02    -0.36897    
           6642             392      16.568         0.11835         0.71614         0.53682E-04     0.55945E-02    -0.36897    
           6643             392     0.38024         0.44305         0.75252         0.30281E-05     0.38398E-06    -0.36897    
           6644             392     0.15986         0.23424         0.61219         0.16611E-05     0.38983E-05    -0.36897    
           6645             393     0.21544          2.6575          1.8926         0.29599E-02     0.22515E-05     0.12625    
           6646             393     0.62018E-01      5.6810          1.5937         0.16780E-02     0.13209E-04     0.12625    
           6647             393      16.569          1.9683          2.1397         0.23193E-02     0.25731E-02     0.12625    
           6648             393     0.34116          6.0028          3.4230         0.44973E-02     0.44333E-05     0.12625    
           6649             393     0.33220E-01      1.3237          1.0459         0.65085E-01     0.25882E-03     0.12625    
           6650             393      18.643          1.9704          2.0293         0.25293E-02     0.17349E-02     0.12625    
           6651             393      28.377          1.1543          1.6235         0.82342E-02     0.36212E-02     0.12625    
           6652             393     0.40073E-01      4.2420          1.4688         0.72202E-02     0.38266E-04     0.12625    
           6653             393      1.1344          1179.6          11.720         0.88896E-01     0.24929E-05     0.12625    
           6654             393     0.97480E-01      4.6246          1.5063         0.13273E-01     0.12924E-04     0.12625    
           6655             393     0.54729          65.039          9.2317         0.92615E-02     0.33353E-05     0.12625    
           6656             393      2.4622          4496.5          11.192         0.24937E-01     0.24873E-05     0.12625    
           6657             394     0.17365         0.14708         0.52750         0.23280E-05     0.51226E-03    -0.23031    
           6658             394      3.8969         0.19270         0.72076         0.18408E-04     0.75491E-02    -0.23031    
           6659             394      4.3149         0.17979         0.70494         0.23933E-04     0.65480E-02    -0.23031    
           6660             394     0.67856E-01     0.11439         0.51917         0.10261E-05     0.32405E-03    -0.23031    
           6661             394     0.73496E-01     0.11606         0.48060         0.10921E-05     0.26224E-03    -0.23031    
           6662             394      3.4187         0.21845         0.73632         0.15274E-04     0.65871E-02    -0.23031    
           6663             394      5.1398         0.16567         0.68706         0.21801E-04     0.30118E-02    -0.23031    
           6664             394     0.58032         0.21031         0.59735         0.19483E-05     0.15988E-02    -0.23031    
           6665             394      18.107         0.10450          1.4199         0.60944E-04     0.12182E-02    -0.23031    
           6666             394      1.0834         0.22086         0.60776         0.14746E-05     0.26071E-02    -0.23031    
           6667             394      2.0261         0.18158         0.57250         0.10579E-04     0.30748E-02    -0.23031    
           6668             394     0.25498         0.16641         0.54995         0.31559E-05     0.47093E-03    -0.23031    
           6669             394      7.4528         0.13415         0.78527         0.37503E-04     0.48244E-02    -0.23031    
           6670             394      2.8707         0.27146         0.78868         0.14959E-04     0.18002E-02    -0.23031    
           6671             394     0.51791         0.20520         0.59263         0.24176E-05     0.63539E-03    -0.23031    
           6672             394      7.1122         0.13207         0.75016         0.41171E-04     0.55172E-02    -0.23031    
           6673             394      1.4418         0.20964         0.59912         0.34411E-05     0.90701E-03    -0.23031    
           6674             394      9.2309         0.12040         0.80809         0.43387E-04     0.58572E-02    -0.23031    
           6675             394     0.98129E-01     0.12756         0.50425         0.27968E-05     0.54449E-03    -0.23031    
           6676             394      4.0888         0.18830         0.71598         0.21130E-04     0.28852E-02    -0.23031    
           6677             395     0.26222         0.65174         0.84461         0.71354E-05     0.21100E-05     0.22003    
           6678             395      1.8425         0.73182          1.0615         0.13820E-04     0.86955E-03     0.22003    
           6679             395      24.497         0.10260          1.0987         0.74704E-04     0.82640E-02     0.22003    
           6680             395      2.3530         0.50309         0.91243         0.15839E-04     0.39024E-03     0.22003    
           6681             395     0.62027E-01     0.13393         0.54624         0.34641E-02     0.41622E-04     0.22003    
           6682             395     0.43772          1.0233         0.97651         0.14081E-04     0.11399E-04     0.22003    
           6683             395     0.92565          1.0563          1.3932         0.92257E-05     0.27555E-03     0.22003    
           6684             395      2.1882         0.58922         0.97401         0.65458E-03     0.13464E-02     0.22003    
           6685             395     0.72453          1.1714          1.3681         0.28679E-04     0.38560E-04     0.22003    
           6686             395      8.2716         0.21533         0.84689         0.48869E-04     0.86301E-02     0.22003    
           6687             395      1.3809         0.90909          1.2150         0.30637E-04     0.18140E-02     0.22003    
           6688             395      1.0582         0.60363          1.0217         0.15525E-04     0.61721E-03     0.22003    
           6689             395      4.2520         0.98833          1.3606         0.20026E-05     0.34794E-02     0.22003    
           6690             395      35.777         0.10039         0.80733         0.91859E-04     0.69328E-02     0.22003    
           6691             395     0.18719         0.44300         0.74722         0.29439E-05     0.10277E-04     0.22003    
           6692             395      5.9077         0.40965          1.0373         0.23129E-04     0.81245E-02     0.22003    
           6693             395      20.157         0.10722          1.3996         0.66554E-04     0.37609E-02     0.22003    
           6694             395     0.68031E-01     0.13567         0.54705         0.66223E-03     0.59837E-04     0.22003    
           6695             395      6.4574         0.33263         0.97514         0.84820E-05     0.45558E-02     0.22003    
           6696             395     0.64946E-01     0.13353         0.54564         0.28560E-02     0.37616E-04     0.22003    
           6697             396     0.57649E-01     0.18584         0.60653         0.26951E-05     0.42147E-07     0.42227E-01
           6698             396     0.14674         0.73597         0.87432         0.19799E-04     0.66640E-07     0.42227E-01
           6699             396     0.36987          2.6622          2.5006         0.12406E-01     0.64953E-07     0.42227E-01
           6700             396     0.74763          1.5391          1.9169         0.66171E-05     0.18849E-06     0.42227E-01
           6701             396     0.68326E-01     0.38023         0.71374         0.46367E-05     0.25810E-07     0.42227E-01
           6702             396      12.807         0.22148         0.88276         0.66514E-04     0.48981E-02     0.42227E-01
           6703             396      9.4831         0.33066         0.99243         0.47013E-04     0.84255E-02     0.42227E-01
           6704             396      5.5394          1.7402          1.7780         0.22754E-04     0.47108E-03     0.42227E-01
           6705             396      2.0197          6.1177          3.1304         0.15950E-03     0.90726E-06     0.42227E-01
           6706             396      17.299         0.14844         0.77796         0.47325E-04     0.11073E-02     0.42227E-01
           6707             396      1.2463          2.0814          2.1527         0.39571E-04     0.29311E-05     0.42227E-01
           6708             396      4.8592          2.9161          2.1255         0.30442E-04     0.24228E-02     0.42227E-01
           6709             396      28.872         0.11126          1.3183         0.56453E-04     0.73921E-02     0.42227E-01
           6710             396      18.342         0.14058         0.77013         0.47397E-04     0.23990E-02     0.42227E-01
           6711             396     0.10847         0.45094         0.75204         0.13957E-01     0.25810E-07     0.42227E-01
           6712             396     0.15837         0.88074         0.92529         0.19326E-04     0.39425E-07     0.42227E-01
           6713             396     0.97253E-01     0.52845         0.78994         0.11296E-04     0.25810E-07     0.42227E-01
           6714             396     0.23297          1.9692          1.5003         0.15023E-01     0.68286E-07     0.42227E-01
           6715             396      14.603         0.17870         0.82023         0.43531E-04     0.84327E-03     0.42227E-01
           6716             396      7.9433         0.51765          1.1404         0.85836E-02     0.36698E-02     0.42227E-01
           6717             397      14.053         0.20062         0.91008         0.39939E-04     0.94608E-02    -0.14644    
           6718             397     0.68816E-01     0.30134         0.66446         0.74319E-06      0.0000        -0.14644    
           6719             397     0.10924         0.72357         0.87036         0.15984E-01      0.0000        -0.14644    
           6720             397      2.5282          1.0505          1.5200         0.11198E-04     0.91068E-03    -0.14644    
           6721             397     0.17342         0.71214         0.86573         0.19217E-01      0.0000        -0.14644    
           6722             397     0.76197         0.76244          1.0762         0.68349E-04     0.88156E-07    -0.14644    
           6723             397      25.989         0.10894         0.87516         0.62561E-04     0.26376E-02    -0.14644    
           6724             397     0.30995         0.65912         0.85406         0.79364E-05     0.42147E-07    -0.14644    
           6725             397      11.906         0.24314         0.94743         0.36914E-04     0.47479E-02    -0.14644    
           6726             397      28.483         0.10625         0.91014         0.66714E-04     0.90659E-02    -0.14644    
           6727             397      2.2526         0.80403          1.1861         0.96615E-05     0.74753E-03    -0.14644    
           6728             397      10.300         0.26347         0.94731         0.15700E-04     0.77535E-02    -0.14644    
           6729             397     0.15957         0.19403         0.57629         0.12464E-04     0.70902E-06    -0.14644    
           6730             397      13.380         0.19829         0.89529         0.41419E-04     0.27986E-02    -0.14644    
           6731             397     0.49207          1.4207          1.8114         0.14504E-01     0.36500E-07    -0.14644    
           6732             397      4.5325          1.8358          1.8423         0.68983E-05     0.19170E-02    -0.14644    
           6733             397     0.27530          1.0081         0.96839         0.16074E-01      0.0000        -0.14644    
           6734             397      32.114         0.11296          1.2681         0.69874E-04     0.97364E-02    -0.14644    
           6735             397      6.2257         0.76030          1.3091         0.90190E-05     0.67177E-02    -0.14644    
           6736             398     0.32805         0.28695         0.65542         0.19455E-05     0.52373E-04     0.13465    
           6737             398     0.10212         0.25256         0.62687         0.46263E-05     0.84365E-05     0.13465    
           6738             398     0.37145         0.63201         0.84215         0.66579E-05     0.42986E-05     0.13465    
           6739             398      5.9452         0.36762         0.98447         0.93571E-04     0.80360E-03     0.13465    
           6740             398     0.28004         0.69080         0.86057         0.29784E-05     0.24630E-05     0.13465    
           6741             398      11.073         0.18222         0.87220         0.48012E-04     0.81272E-02     0.13465    
           6742             398      2.1968         0.59115         0.99812         0.99798E-05     0.20876E-02     0.13465    
           6743             398      3.8529          1.6869          1.8000         0.11479E-04     0.42837E-03     0.13465    
           6744             398      4.3122          1.0415          1.4204         0.81369E-05     0.10066E-02     0.13465    
           6745             398     0.13007         0.30660         0.66619         0.43112E-05     0.11863E-04     0.13465    
           6746             398      17.172         0.11093         0.79975         0.54335E-04     0.68195E-02     0.13465    
           6747             398     0.61355E-01     0.14614         0.56171         0.15638E-05     0.23267E-04     0.13465    
           6748             398      15.806         0.11705         0.80225         0.49207E-04     0.21071E-02     0.13465    
           6749             398      1.9514         0.55449          1.0347         0.89866E-05     0.18583E-02     0.13465    
           6750             398      1.0462          1.0132          1.3360         0.44852E-05     0.43297E-03     0.13465    
           6751             398      1.8008         0.69269          1.0369         0.12649E-03     0.26192E-02     0.13465    
           6752             398      19.736         0.11184          1.6278         0.57625E-04     0.62226E-02     0.13465    
           6753             398      7.7877         0.30713          1.0076         0.39517E-04     0.21625E-02     0.13465    
           6754             398      28.276         0.10205          1.0281         0.73543E-04     0.10693E-02     0.13465    
           6755             398      6.3759         0.44259          1.0935         0.76073E-04     0.88373E-02     0.13465    
           6756             399      2.1309         0.24710         0.63117         0.16249E-03     0.56358E-02    -0.24546    
           6757             399      1.4226         0.26228         0.64304         0.29761E-02     0.21063E-02    -0.24546    
           6758             399      10.829         0.13686         0.79689         0.35937E-04     0.24905E-02    -0.24546    
           6759             399     0.16041         0.18438         0.56762         0.25567E-05     0.11225E-03    -0.24546    
           6760             399      1.3453         0.27641         0.65337         0.73057E-05     0.12971E-03    -0.24546    
           6761             399     0.12362         0.16600         0.54894         0.25652E-04     0.32262E-04    -0.24546    
           6762             399     0.77377E-01     0.13554         0.51183         0.14991E-05     0.23217E-04    -0.24546    
           6763             399      1.6357         0.30399         0.67393         0.23400E-03     0.67525E-03    -0.24546    
           6764             399     0.99623         0.30316         0.67170         0.20600E-05     0.14691E-02    -0.24546    
           6765             399      13.920         0.11798         0.83636         0.76955E-04     0.89199E-02    -0.24546    
           6766             399     0.88686         0.34560         0.69992         0.15086E-05     0.55225E-03    -0.24546    
           6767             399      2.4682         0.21841         0.60692         0.11896E-04     0.23314E-02    -0.24546    
           6768             399      27.320         0.10306          1.1070         0.66942E-04     0.52896E-03    -0.24546    
           6769             399     0.22507         0.16928         0.55197         0.15528E-05     0.21754E-03    -0.24546    
           6770             399      1.0703         0.22753         0.61351         0.23779E-05     0.14000E-02    -0.24546    
           6771             399      11.729         0.13369         0.79636         0.39472E-04     0.25036E-02    -0.24546    
           6772             399      4.4101         0.30359         0.83095         0.13656E-04     0.27722E-02    -0.24546    
           6773             399     0.21490         0.16838         0.55104         0.13371E-05     0.30541E-03    -0.24546    
           6774             399      8.3190         0.16427         0.83621         0.31921E-04     0.21787E-02    -0.24546    
           6775             399      8.7922         0.13766         0.73666         0.30400E-04     0.44626E-02    -0.24546    
           6776             400     0.17497          2.5247          1.2747         0.23712E-01     0.14901E-07     0.29666E-01
           6777             400      27.102         0.13603         0.83281         0.10268E-03     0.93477E-02     0.29666E-01
           6778             400      15.406         0.33318          1.0123         0.61753E-04     0.12917E-02     0.29666E-01
           6779             400      1.4860          5.3857          4.6607         0.35698E-04     0.29802E-07     0.29666E-01
           6780             400     0.51881E-01     0.57694         0.81417         0.29850E-05      0.0000         0.29666E-01
           6781             400      3.0906          22.433          7.7916         0.16424E-03     0.25068E-06     0.29666E-01
           6782             400     0.77120E-01     0.84721         0.91434         0.11008E-04      0.0000         0.29666E-01
           6783             400     0.23873          2.1077          1.7104         0.57503E-05      0.0000         0.29666E-01
           6784             400     0.27780          1.6988          1.5168         0.49105E-01      0.0000         0.29666E-01
           6785             400      13.718         0.44526          1.1162         0.39231E-04     0.47149E-02     0.29666E-01
           6786             400     0.46849E-01     0.19919         0.62045         0.88865E-06      0.0000         0.29666E-01
           6787             400     0.70034          12.446          6.7530         0.12115E-01      0.0000         0.29666E-01
           6788             400      34.695         0.11990          1.3948         0.12726E-03     0.31136E-02     0.29666E-01
           6789             400     0.44079          6.0100          4.5507         0.23277E-01     0.14901E-07     0.29666E-01
           6790             400     0.11021          1.6395          1.1146         0.21595E-01     0.14901E-07     0.29666E-01
           6791             400     0.69425E-01     0.65931         0.84637         0.45293E-05      0.0000         0.29666E-01
           6792             400     0.47392          6.4951          4.7705         0.46519E-03      0.0000         0.29666E-01
           6793             400      9.9581         0.76599          1.3039         0.69494E-04     0.72829E-02     0.29666E-01
           6794             401     0.53187         0.55786         0.81097         0.35797E-04     0.28174E-03     0.12834    
           6795             401     0.10985         0.17846         0.56140         0.12552E-05     0.82016E-04     0.12834    
           6796             401      4.6783         0.44660          1.0815         0.29133E-04     0.79607E-04     0.12834    
           6797             401     0.98876E-01     0.18657         0.56933         0.94508E-06     0.25463E-04     0.12834    
           6798             401      9.6196         0.15229         0.80557         0.46751E-04     0.95296E-02     0.12834    
           6799             401     0.78553         0.51207         0.79133         0.90062E-05     0.11133E-02     0.12834    
           6800             401     0.33035         0.43068         0.74444         0.16975E-05     0.17527E-03     0.12834    
           6801             401      17.061         0.11025          1.6581         0.57663E-04     0.70545E-02     0.12834    
           6802             401     0.19447         0.28737         0.65263         0.94725E-06     0.10692E-03     0.12834    
           6803             401      11.197         0.13827         0.84495         0.50310E-04     0.74653E-02     0.12834    
           6804             401      1.4528         0.51374         0.79384         0.90311E-05     0.34963E-02     0.12834    
           6805             401      2.1016         0.38899         0.81517         0.39827E-05     0.36893E-02     0.12834    
           6806             401     0.11893         0.16018         0.54277         0.34721E-05     0.14713E-03     0.12834    
           6807             401      1.1134         0.59301         0.82799         0.36777E-04     0.83739E-03     0.12834    
           6808             401     0.68171         0.59332         0.82812         0.23245E-05     0.38905E-03     0.12834    
           6809             401     0.22868         0.32686         0.67976         0.41426E-05     0.23404E-04     0.12834    
           6810             401     0.84880E-01     0.16768         0.54912         0.17811E-05     0.11129E-03     0.12834    
           6811             401      3.2609         0.91675          1.4103         0.16098E-04     0.70858E-02     0.12834    
           6812             401      1.6753         0.47898         0.88703         0.16733E-04     0.44505E-02     0.12834    
           6813             401      1.9404         0.42329         0.84188         0.60598E-05     0.24454E-04     0.12834    
           6814             402      5.4930          2.5498          2.2889         0.17253E-04     0.44171E-04    -0.45840    
           6815             402     0.57705E-01     0.34886         0.70133         0.37066E-05      0.0000        -0.45840    
           6816             402      30.232         0.12441         0.88786         0.57473E-04     0.66032E-02    -0.45840    
           6817             402      2.0936         0.63985          1.8816         0.17560E-03     0.53251E-05    -0.45840    
           6818             402      2.1910          3.6173          3.9357         0.64010E-04     0.11325E-05    -0.45840    
           6819             402      1.0274          1.2484          1.7932         0.11864E-04      0.0000        -0.45840    
           6820             402      25.858         0.13670         0.85526         0.52323E-04     0.28337E-02    -0.45840    
           6821             402      36.327         0.11326         0.92372         0.70427E-04     0.33932E-02    -0.45840    
           6822             402      23.898         0.14850         0.87495         0.47474E-04     0.45020E-02    -0.45840    
           6823             402     0.78334E-01     0.13745         0.51718         0.54092E-02      0.0000        -0.45840    
           6824             402     0.21681          2.0509          1.4276         0.17582E-04      0.0000        -0.45840    
           6825             402      22.564         0.15700         0.87997         0.48111E-04     0.81316E-02    -0.45840    
           6826             402     0.90212          3.0641          3.8982         0.15031E-01      0.0000        -0.45840    
           6827             402     0.56822         0.85267          1.2655         0.15762E-03      0.0000        -0.45840    
           6828             402     0.84054         0.55998          1.0336         0.13321E-01      0.0000        -0.45840    
           6829             402     0.73917E-01     0.22572         0.60549         0.12690E-01      0.0000        -0.45840    
           6830             402     0.12435         0.78700         0.89265         0.13982E-01      0.0000        -0.45840    
           6831             402     0.35673          1.1238          1.0074         0.83776E-04      0.0000        -0.45840    
           6832             402      7.3919          1.1035          1.6442         0.16198E-04     0.17396E-02    -0.45840    
           6833             403      12.541         0.11660         0.74576         0.42633E-04     0.55425E-02     0.27366    
           6834             403     0.82907         0.48479         0.77798         0.84160E-05     0.64948E-03     0.27366    
           6835             403     0.13748         0.26522         0.63657         0.48411E-05     0.19588E-04     0.27366    
           6836             403      5.4309         0.35864         0.99038         0.56217E-04     0.78806E-02     0.27366    
           6837             403      22.498         0.10224          1.0706         0.59277E-04     0.44654E-02     0.27366    
           6838             403      13.162         0.11395         0.74208         0.61782E-04     0.22770E-02     0.27366    
           6839             403      4.7008         0.50589          1.1132         0.16856E-04     0.66568E-02     0.27366    
           6840             403      29.764         0.10053         0.85073         0.66113E-04     0.59227E-03     0.27366    
           6841             403     0.20442         0.37003         0.70657         0.71330E-05     0.66027E-04     0.27366    
           6842             403     0.94650E-01     0.20375         0.58516         0.26566E-05     0.36416E-05     0.27366    
           6843             403      2.2457         0.41500         0.74278         0.11081E-04     0.69798E-02     0.27366    
           6844             403     0.63948E-01     0.14286         0.55758         0.10777E-05     0.22939E-03     0.27366    
           6845             403      3.5083          1.0486          1.4243         0.41256E-04     0.19808E-02     0.27366    
           6846             403      24.683         0.10136         0.98535         0.59830E-04     0.70534E-02     0.27366    
           6847             403      8.9423         0.16299         0.78994         0.26975E-04     0.70382E-02     0.27366    
           6848             403     0.60137         0.78136         0.90048         0.51246E-05     0.85244E-04     0.27366    
           6849             403     0.25014         0.44598         0.75053         0.32560E-05     0.12783E-03     0.27366    
           6850             403     0.78697         0.50821         0.78948         0.47498E-05     0.47455E-04     0.27366    
           6851             403      1.7928         0.56457         0.81752         0.34788E-05     0.49281E-02     0.27366    
           6852             403      8.1716         0.18091         0.80876         0.33772E-04     0.53579E-02     0.27366    
           6853             404      20.914         0.11107         0.83393         0.74348E-04     0.63488E-03    -0.40629    
           6854             404     0.16523         0.13586         0.51505         0.44051E-05     0.12407E-04    -0.40629    
           6855             404      1.1391         0.50618         0.96913         0.63907E-05     0.19035E-03    -0.40629    
           6856             404      2.7960         0.69008          1.3691         0.90286E-05     0.22416E-02    -0.40629    
           6857             404     0.32982         0.43071         0.74375         0.37314E-05     0.12732E-06    -0.40629    
           6858             404     0.68954         0.57640         0.82038         0.56638E-05     0.15321E-04    -0.40629    
           6859             404     0.11153         0.19967         0.58187         0.73494E-05     0.41537E-06    -0.40629    
           6860             404      1.8808         0.37994         0.89075         0.24397E-03     0.10329E-02    -0.40629    
           6861             404     0.14893         0.23265         0.61074         0.17504E-05     0.23888E-06    -0.40629    
           6862             404      4.0487         0.63704          1.3006         0.36060E-05     0.32795E-02    -0.40629    
           6863             404      22.296         0.10886         0.85063         0.65381E-04     0.19486E-02    -0.40629    
           6864             404     0.18147         0.18666         0.56896         0.99762E-05     0.30573E-05    -0.40629    
           6865             404      8.0914         0.20477         0.91317         0.24260E-04     0.13513E-02    -0.40629    
           6866             404     0.56424E-01     0.11883         0.52582         0.11830E-05     0.53727E-07    -0.40629    
           6867             404      4.8967         0.41217          1.0261         0.18257E-04     0.62077E-02    -0.40629    
           6868             404     0.68234E-01     0.14612         0.52594         0.15556E-05     0.51619E-07    -0.40629    
           6869             404      33.750         0.10537          1.1324         0.85774E-04     0.45763E-02    -0.40629    
           6870             404     0.87259         0.44835         0.75925         0.64100E-05     0.74783E-04    -0.40629    
           6871             404      12.867         0.15288         0.88791         0.39310E-02     0.34802E-02    -0.40629    
           6872             404      39.764         0.10227         0.96880         0.91686E-04     0.48066E-02    -0.40629    
           6873             405     0.23477         0.38060         0.71481         0.75018E-05     0.84294E-07    -0.10303    
           6874             405      3.9956          1.2592          1.9695         0.35602E-04     0.12053E-02    -0.10303    
           6875             405     0.20110         0.69221         0.85791         0.87199E-05     0.25810E-07    -0.10303    
           6876             405      15.469         0.15328         0.86504         0.45713E-04     0.48632E-02    -0.10303    
           6877             405     0.45780         0.67585         0.86060         0.29976E-02     0.77429E-07    -0.10303    
           6878             405      3.7671          1.5203          2.0756         0.24984E-04     0.17911E-03    -0.10303    
           6879             405      8.4189         0.30730         0.99451         0.49453E-04     0.12913E-02    -0.10303    
           6880             405      14.047         0.17844         0.92270         0.31726E-04     0.90752E-02    -0.10303    
           6881             405      21.934         0.12805          1.9603         0.44323E-04     0.47016E-03    -0.10303    
           6882             405      6.4266         0.59734          1.2298         0.79082E-02     0.26461E-02    -0.10303    
           6883             405     0.37268         0.64231         0.84683         0.13074E-01     0.44704E-07    -0.10303    
           6884             405     0.84394E-01     0.16793         0.55061         0.14229E-05     0.21073E-07    -0.10303    
           6885             405     0.57605         0.50521         0.78770         0.31396E-04     0.10950E-06    -0.10303    
           6886             405      34.407         0.10319          1.0530         0.60725E-04     0.84500E-02    -0.10303    
           6887             405      2.8065          2.4372          2.5374         0.17164E-04     0.28137E-03    -0.10303    
           6888             405      4.9067          1.2808          1.6328         0.17733E-02     0.24311E-02    -0.10303    
           6889             405     0.28833         0.53134         0.79489         0.14525E-04     0.47122E-07    -0.10303    
           6890             405      38.994         0.10180         0.94947         0.79090E-04     0.50395E-02    -0.10303    
           6891             405     0.98637E-01     0.23572         0.61345         0.17154E-05     0.25810E-07    -0.10303    
           6892             405     0.74829E-01     0.21707         0.59494         0.86375E-06     0.21073E-07    -0.10303    
           6893             406      5.3181         0.84052          1.3343         0.24742E-04     0.64673E-02     0.18317    
           6894             406     0.19379         0.62418         0.83102         0.21281E-04     0.72036E-06     0.18317    
           6895             406      10.717         0.19799         0.88873         0.28071E-04     0.23507E-04     0.18317    
           6896             406     0.32912         0.36792         0.70915         0.19209E-04     0.67835E-05     0.18317    
           6897             406      4.2204          1.8113          1.7610         0.12392E-04     0.40219E-02     0.18317    
           6898             406     0.30364         0.32253         0.67980         0.57326E-04     0.10294E-04     0.18317    
           6899             406      26.586         0.10396          1.1114         0.65773E-04     0.55660E-02     0.18317    
           6900             406     0.24962         0.79536         0.89770         0.34352E-05     0.29951E-06     0.18317    
           6901             406      15.278         0.12405         0.77161         0.39116E-04     0.28188E-02     0.18317    
           6902             406     0.74405E-01     0.20816         0.58546         0.26384E-06     0.34035E-05     0.18317    
           6903             406      31.089         0.10155         0.96007         0.67732E-04     0.76427E-02     0.18317    
           6904             406     0.12048         0.20552         0.58754         0.16011E-04     0.10329E-04     0.18317    
           6905             406      2.1618         0.68356          1.1064         0.78081E-05     0.27007E-02     0.18317    
           6906             406      1.9720         0.85815          1.1527         0.77651E-05     0.41916E-03     0.18317    
           6907             406      4.7884          1.2154          1.5273         0.18429E-04     0.37913E-02     0.18317    
           6908             406     0.10742         0.32053         0.67561         0.25420E-06     0.29193E-05     0.18317    
           6909             406      37.809         0.10054         0.82669         0.74207E-04     0.97111E-02     0.18317    
           6910             406     0.71502          1.6715          1.6120         0.11364E-04     0.69149E-05     0.18317    
           6911             406      23.223         0.10816         0.97007         0.56507E-04     0.71554E-02     0.18317    
           6912             406      12.067         0.18054         0.89918         0.34201E-04     0.62018E-02     0.18317    
           6913             407     0.15801          416.89          11.775         0.76815E-02     0.82899E-06    -0.71876E-01
           6914             407     0.84359E-01      6.9331          2.5234         0.98150E-02     0.81263E-06    -0.71876E-01
           6915             407     0.55665E-01      1.4443          1.0740         0.12266E-02     0.82429E-06    -0.71876E-01
           6916             407     0.40753E-01     0.91001         0.95083         0.10214E-02     0.88696E-06    -0.71876E-01
           6917             407     0.46255E-01      1.8878          1.1635         0.11051E-02     0.82886E-06    -0.71876E-01
           6918             407      17.672          1.2728          1.5016         0.26133E-02     0.43816E-02    -0.71876E-01
           6919             407      15.241          1.7846          1.6765         0.23322E-02     0.23453E-02    -0.71876E-01
           6920             407      13.854          1.9169          1.7262         0.32456E-02     0.31653E-02    -0.71876E-01
           6921             407     0.65123          1032.2          12.173         0.40959E-02     0.79578E-06    -0.71876E-01
           6922             407      3.2715          224.93          11.013         0.16361E-02     0.63988E-06    -0.71876E-01
           6923             407     0.25362          851.72          12.281         0.47748E-01     0.80494E-06    -0.71876E-01
           6924             408      9.6294         0.27643         0.96965         0.26522E-04     0.86068E-03     0.53806E-01
           6925             408     0.66028          1.4531          1.6651         0.13260E-04     0.29802E-07     0.53806E-01
           6926             408     0.13039         0.42471         0.73782         0.59882E-05     0.11542E-06     0.53806E-01
           6927             408     0.31286         0.51526         0.78847         0.53016E-05     0.80245E-07     0.53806E-01
